# -----------------------------------------------------------------------
# --- OP 1 - WS 8.0 - RPM 4.00 
# -----------------------------------------------------------------------
# --- "Selected" modes
# ID; Freq [Hz]; Zeta [-]; Mode content
021 ;    0.145 ;  0.0810 ; NoMax - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 2/s
022 ;    0.145 ;  0.0809 ; NoMax - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 1/s
023 ;    0.145 ;  0.0809 ; NoMax - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld sin , node 1/s
024 ;    0.145 ;  0.0806 ; NoMax - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 1/s
025 ;    0.145 ;  0.0806 ; NoMax - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 1/s
026 ;    0.145 ;  0.0801 ; NoMax - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 5/s
027 ;    0.145 ;  0.0801 ; NoMax - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld sin , node 5/s
028 ;    0.145 ;  0.0792 ; NoMax - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 6/s
030 ;    0.145 ;  0.0778 ; NoMax - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s - AD vind at Bld cos, node 5/s
034 ;    0.145 ;  0.0735 ; NoMax - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s - AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s - AD vind at Bld sin , node 19/s
036 ;    0.146 ;  0.0708 ; NoMax - AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s - AD vind at Bld cos, node 19/s
037 ;    0.146 ;  0.0708 ; NoMax - AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 8/s
042 ;    0.147 ;  0.0638 ; NoMax - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 19/s
044 ;    0.147 ;  0.0597 ; NoMax - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 19/s
046 ;    0.148 ;  0.0550 ; NoMax - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 19/s
048 ;    0.148 ;  0.0499 ; NoMax - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 19/s
050 ;    0.149 ;  0.0443 ; NoMax - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 19/s
052 ;    0.150 ;  0.0393 ; NoMax - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 19/s
053 ;    0.150 ;  0.0393 ; NoMax - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 19/s
056 ;    0.150 ;  0.0350 ; NoMax - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 19/s
057 ;    0.150 ;  0.0350 ; NoMax - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 19/s
058 ;    0.151 ;  0.0305 ; NoMax - AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 19/s
060 ;    0.152 ;  0.0282 ; NoMax - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld coll., node 19/s - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s
061 ;    0.152 ;  0.0282 ; NoMax - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld coll., node 19/s
073 ;    0.205 ;  0.9096 ; AD vind at Bld coll., node 19/s - AD vind at Bld coll., node 18/s - AD vind at Bld coll., node 17/s - AD vind at Bld coll., node 16/s - AD vind at Bld coll., node 15/s - AD vind at Bld coll., node 14/s - AD vind at Bld coll., node 13/s
# --- Skipped (Damping outside of `posDampRange`=[1e-05, 0.96])
001 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 7/s
002 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 12/s - AD vind at Bld coll., node 11/s - AD vind at Bld coll., node 5/s - AD vind at Bld coll., node 6/s - AD vind at Bld coll., node 12/s - AD vind at Bld coll., node 5/s - AD vind at Bld coll., node 4/s - AD vind at Bld coll., node 18/s - AD vind at Bld coll., node 14/s - AD vind at Bld coll., node 3/s - AD vind at Bld coll., node 10/s - AD vind at Bld coll., node 1/s - AD vind at Bld coll., node 3/s - AD vind at Bld coll., node 6/s - AD vind at Bld coll., node 17/s - AD vind at Bld coll., node 2/s - AD vind at Bld coll., node 13/s - AD vind at Bld coll., node 19/s
003 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 1/s - AD vind at Bld coll., node 11/s - AD vind at Bld coll., node 9/s - AD vind at Bld coll., node 2/s - AD vind at Bld coll., node 7/s - AD vind at Bld coll., node 10/s - AD vind at Bld coll., node 4/s - AD vind at Bld coll., node 15/s - AD vind at Bld coll., node 16/s
004 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 9/s
005 ;    0.113 ;  1.0000 ; AD vind at Bld coll., node 8/s - AD vind at Bld coll., node 8/s
014 ;    0.138 ;  0.9605 ; AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s
015 ;    0.138 ;  0.9605 ; AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s
016 ;    0.140 ;  0.9639 ; AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s
017 ;    0.140 ;  0.9639 ; AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s
018 ;    0.143 ;  0.9681 ; AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s
019 ;    0.143 ;  0.9681 ; AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s
038 ;    0.146 ;  0.9730 ; AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s
039 ;    0.146 ;  0.9730 ; AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s
054 ;    0.150 ;  0.9784 ; AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s
055 ;    0.150 ;  0.9784 ; AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s
062 ;    0.156 ;  0.9840 ; AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s
063 ;    0.156 ;  0.9840 ; AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s
064 ;    0.163 ;  0.9894 ; AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s
065 ;    0.163 ;  0.9894 ; AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s
066 ;    0.173 ;  0.9943 ; AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s
067 ;    0.173 ;  0.9943 ; AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s
069 ;    0.185 ;  0.9980 ; AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s
070 ;    0.185 ;  0.9980 ; AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s
071 ;    0.202 ;  0.9999 ; AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s
072 ;    0.202 ;  0.9999 ; AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s
074 ;    0.225 ;  0.9993 ; AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s
075 ;    0.225 ;  0.9993 ; AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s
076 ;    0.252 ;  0.9962 ; AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s
077 ;    0.252 ;  0.9962 ; AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s
078 ;    0.281 ;  0.9917 ; AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s
079 ;    0.281 ;  0.9917 ; AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s
081 ;    0.322 ;  0.9852 ; AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s
082 ;    0.322 ;  0.9851 ; AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s
083 ;    0.348 ;  0.9810 ; AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s
084 ;    0.348 ;  0.9810 ; AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s
# -----------------------------------------------------------------------
# --- OP 8 - WS 8.0 - RPM 5.42 
# -----------------------------------------------------------------------
# --- "Selected" modes
# ID; Freq [Hz]; Zeta [-]; Mode content
019 ;    0.145 ; -0.2365 ; ED Variable speed generator DOF - ED 1st FLAP coll.
039 ;    0.164 ;  0.0474 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s
041 ;    0.164 ;  0.0458 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s
042 ;    0.164 ;  0.0436 ; NoMax - ED Variable speed generator DOF - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s
043 ;    0.164 ;  0.0435 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s
044 ;    0.164 ;  0.0408 ; NoMax - ED Variable speed generator DOF - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s
045 ;    0.164 ;  0.0408 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s
046 ;    0.165 ;  0.0376 ; NoMax - ED Variable speed generator DOF - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s
047 ;    0.165 ;  0.0376 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s
049 ;    0.165 ;  0.0337 ; NoMax - ED Variable speed generator DOF - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s - AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s
051 ;    0.165 ;  0.0294 ; NoMax - ED 1st FLAP cos - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s
053 ;    0.166 ;  0.0244 ; NoMax - ED Variable speed generator DOF - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s
055 ;    0.166 ;  0.0188 ; NoMax - ED Variable speed generator DOF - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s
057 ;    0.167 ;  0.0125 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s
059 ;    0.168 ;  0.0055 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s
061 ;    0.169 ; -0.0009 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s
065 ;    0.169 ; -0.0064 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s
083 ;    0.321 ;  0.0029 ; ED 1st tower SS - ED 1st tower FA
088 ;    0.387 ;  0.0155 ; NoMax - ED 1st FLAP coll. - ED Variable speed generator DOF - ED 1st FLAP sin - AD vind at Bld coll., node 19/s - AD vind at Bld sin , node 19/s
089 ;    0.588 ;  0.0893 ; ED 1st FLAP sin - ED 1st FLAP cos
090 ;    0.764 ;  0.0700 ; NoMax - ED 1st FLAP sin - ED 1st FLAP cos - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s - AD vind at Bld coll., node 19/s
091 ;    1.001 ;  0.0029 ; ED 1st EDGE sin - ED 1st EDGE cos
092 ;    1.186 ;  0.0034 ; NoMax - ED 1st EDGE cos - ED 1st FLAP coll. - ED 1st EDGE sin - ED 1st FLAP cos - AD vind at Bld coll., node 19/s
093 ;    1.684 ;  0.0236 ; ED 1st EDGE coll. - ED Drivetrain-rot
094 ;    1.822 ;  0.0245 ; ED 2nd FLAP sin - ED 2nd FLAP cos
095 ;    1.943 ;  0.0242 ; ED 2nd FLAP coll.
096 ;    2.021 ;  0.0224 ; NoMax - ED 2nd FLAP coll. - ED 2nd FLAP sin - AD vind at Bld coll., node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s
097 ;    2.904 ;  0.0106 ; ED 2nd tower FA
098 ;    2.953 ;  0.0104 ; ED 2nd tower SS
099 ;    3.914 ;  0.0535 ; NoMax - ED Drivetrain-rot - ED 1st EDGE coll. - ED Variable speed generator DOF - ED 2nd FLAP coll. - AD vind at Bld coll., node 19/s
100 ;    6.138 ;  0.0404 ; ED Nacelle yaw DOF
# --- Skipped (No ED/BD)
009 ;    0.143 ;  0.9375 ; AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s
010 ;    0.143 ;  0.9375 ; AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s
011 ;    0.143 ;  0.9378 ; AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s
012 ;    0.143 ;  0.9378 ; AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s
013 ;    0.143 ;  0.9387 ; AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s
014 ;    0.143 ;  0.9387 ; AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s
015 ;    0.144 ;  0.9403 ; AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s
016 ;    0.144 ;  0.9403 ; AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s
017 ;    0.145 ;  0.9431 ; AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s
018 ;    0.145 ;  0.9431 ; AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s
020 ;    0.146 ;  0.9476 ; AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s
021 ;    0.146 ;  0.9476 ; AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s
022 ;    0.149 ;  0.9532 ; AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s
023 ;    0.149 ;  0.9532 ; AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s
024 ;    0.152 ;  0.9598 ; AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s
025 ;    0.152 ;  0.9598 ; AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s
030 ;    0.164 ;  0.0495 ; NoMax - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 2/s
031 ;    0.164 ;  0.0495 ; NoMax - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 5/s
032 ;    0.164 ;  0.0494 ; NoMax - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld sin , node 1/s
033 ;    0.164 ;  0.0494 ; NoMax - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld sin , node 1/s
034 ;    0.164 ;  0.0490 ; NoMax - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld sin , node 1/s
035 ;    0.164 ;  0.0490 ; NoMax - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld sin , node 1/s
036 ;    0.164 ;  0.0485 ; NoMax - AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 5/s
037 ;    0.164 ;  0.0485 ; NoMax - AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 5/s
038 ;    0.164 ;  0.0474 ; NoMax - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 6/s
040 ;    0.164 ;  0.0458 ; NoMax - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s - AD vind at Bld cos, node 5/s
048 ;    0.165 ;  0.0338 ; NoMax - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 19/s
050 ;    0.165 ;  0.0294 ; NoMax - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 19/s
052 ;    0.166 ;  0.0244 ; NoMax - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 19/s
054 ;    0.166 ;  0.0188 ; NoMax - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 19/s
056 ;    0.167 ;  0.0125 ; NoMax - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 19/s
058 ;    0.168 ;  0.0055 ; NoMax - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 19/s
060 ;    0.168 ; -0.0008 ; NoMax - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 19/s
064 ;    0.169 ; -0.0064 ; NoMax - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 19/s
066 ;    0.170 ; -0.0123 ; NoMax - AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 19/s
067 ;    0.170 ; -0.0124 ; NoMax - AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 19/s
068 ;    0.170 ; -0.0155 ; NoMax - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld coll., node 19/s
069 ;    0.170 ; -0.0155 ; NoMax - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld coll., node 19/s
072 ;    0.181 ;  0.6828 ; AD vind at Bld coll., node 15/s - AD vind at Bld coll., node 14/s - AD vind at Bld coll., node 12/s - AD vind at Bld coll., node 11/s
# --- Skipped (Damping outside of `posDampRange`=[1e-05, 0.96])
001 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 1/s - AD vind at Bld coll., node 18/s - AD vind at Bld coll., node 17/s - AD vind at Bld coll., node 6/s - AD vind at Bld coll., node 5/s - AD vind at Bld coll., node 7/s - AD vind at Bld coll., node 5/s - AD vind at Bld coll., node 8/s - AD vind at Bld coll., node 8/s - AD vind at Bld coll., node 13/s - AD vind at Bld coll., node 12/s - AD vind at Bld coll., node 9/s - AD vind at Bld coll., node 9/s - AD vind at Bld coll., node 14/s - AD vind at Bld coll., node 15/s
002 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 10/s - AD vind at Bld coll., node 7/s - AD vind at Bld coll., node 18/s - AD vind at Bld coll., node 10/s - AD vind at Bld coll., node 17/s
003 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 16/s - AD vind at Bld coll., node 3/s - AD vind at Bld coll., node 19/s
004 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 2/s
005 ;    0.040 ;  1.0000 ; NoMax - AD vind at Bld coll., node 1/s - AD vind at Bld coll., node 19/s - AD vind at Bld coll., node 18/s - AD vind at Bld coll., node 13/s - AD vind at Bld coll., node 5/s
006 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 16/s - AD vind at Bld coll., node 4/s
